Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,Free TAFE
MST,Deakin University,Geelong,Master of Science Information Technology - IISRI,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-information-technology-iisri,English,D,"A full-time member of the academic staff in the Institute for Intelligent Systems Research and Innovation, experienced in research (IISRI), will be appointed as supervisor for each student in the Master of Science - Information Technology. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Science Information Technology - A2I2,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-information-technology-a2i2,English,D,"A full-time member of the academic staff in the The Applied Artificial Intelligence Institute (A²I²), experienced in research, will be appointed as supervisor for each student in the Master of Science - Information Technology. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Science Information Technology - A2I2,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-information-technology-a2i2,English,D,"A full-time member of the academic staff in the The Applied Artificial Intelligence Institute (A²I²), experienced in research, will be appointed as supervisor for each student in the Master of Science - Information Technology. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Science Information Technology,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-information-technology,English,D,"A full-time member of the academic staff in the Faculty of Science, Engineering and Built Environment, experienced in research, will be appointed as supervisor for each student in the Master of Science - Information Technology. Associate supervisors, internal or external, may be appointed to assist the principal supervisor.Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Science Information Technology,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-information-technology,English,D,"A full-time member of the academic staff in the Faculty of Science, Engineering and Built Environment, experienced in research, will be appointed as supervisor for each student in the Master of Science - Information Technology. Associate supervisors, internal or external, may be appointed to assist the principal supervisor.Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Science Environmental Science,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-environmental-science,English,D,"A full-time member of the academic staff, experienced in research, will be appointed as supervisor for each student in the Master of Science - Environmental Science. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Science Environmental Science,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-environmental-science,English,D,"A full-time member of the academic staff, experienced in research, will be appointed as supervisor for each student in the Master of Science - Environmental Science. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Warrnambool,Master of Science Environmental Science,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-environmental-science,English,D,"A full-time member of the academic staff, experienced in research, will be appointed as supervisor for each student in the Master of Science - Environmental Science. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Science Biology Chemical Sciences - IFM,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-biology-chemical-sciences-ifm,English,D,"A full-time member of the academic staff in the Institute for Frontier Materials (IFM), experienced in research, will be appointed as supervisor for each student in the Master of Science - Biological and Chemical Sciences. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Science Biology Chemical Sciences - IFM,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-biology-chemical-sciences-ifm,English,D,"A full-time member of the academic staff in the Institute for Frontier Materials (IFM), experienced in research, will be appointed as supervisor for each student in the Master of Science - Biological and Chemical Sciences. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment. Students will be referred to prospective supervisors in order to establish a possible research project.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Science Biology Chemical Sciences,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-biology-chemical-sciences,English,D,"An academic staff member experienced in research, will be appointed as supervisor for each student in the Master of Science- Biological and Chemical Sciences. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Science Biology Chemical Sciences,"Faculty of Science, Engineering and Built Environment",Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-science-biology-chemical-sciences,English,D,"An academic staff member experienced in research, will be appointed as supervisor for each student in the Master of Science- Biological and Chemical Sciences. Associate supervisors, internal or external, may be appointed to assist the principal supervisor. Students may be required to meet certain attendance requirements and will be required to complete a thesis embodying the results of research carried out in the field of study specified at the time of enrolment.",,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Public Health,Prospective Student Enquiry Centre,26000,,AUD,Years,2,Year,Yes,Yes,Bachelor degree,,,,,,https://www.deakin.edu.au/course/master-public-health,English,D,The Master of Public Health is about protecting and improving health. Itprepares you to solve global health issues through evidence-based initiatives. Focus on one of eight career pathways or create your own bespoke pathway to suit your aspirations. Build skills and professional networks that open the door to exciting opportunities and leadership roles in the field.How far can a postgraduate degree in public health take your career?,"The health industry is the largest and fastest-growing employment industry in Australia*. A postgraduate degree in public health puts you in a position to take advantage of this demand. Graduates can broaden their career options and use their leadership skills to progress to senior positions. Public health practitioners have the opportunity to work in international organisations such as:  World Health Organization (WHO) United Nations Development Programme (UNDP) United Nations Children's Fund (UNICEF).  As well as:  the non-government sector (for example, organisations focused on cancer, tobacco, drugs, reproductive health, obesity, food security, violence and HIV) the government sector and federal or state level local councils.  Some common public health jobs include:  Epidemiologist Community health worker Disease and infection investigator Environmental health specialist Global health professional Occupational health and safety specialist Urban planner Health educator Emergency preparedness and response coordinator Public health policy coordinator Research analyst Public health physician  Visit the Public Health Association of Australia website for more The Master of Public Health also provides pathways to pursue a PhD and a career in academia.",Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Psychology (Organisational),Prospective Student Enquiry Centre,34400,,AUD,Years,2,Year,Yes,Yes,honours,honours,,,H2A,,https://www.deakin.edu.au/course/master-psychology-organisational,English,D,"Be the driving force behind happier, healthier, more productive workplaces with the Master of Psychology (Organisational) – the only organisational psychology course delivered in Victoria. Gain extensive workplace experience through professional placements, and graduate ready to apply for registration as a general psychologist.Want specialised psychology skills that are in high demand across almost every type of organisation?","Organisational psychology is the fastest growing area of psychology in Australia and the United States. Organisations have come to appreciate the contribution that organisational psychologists can make in areas such as personnel selection, employee motivation, teamwork, employee engagement, communication skills, stress management, employee evaluation, job satisfaction, efficiency and productivity. As a registered and accredited organisational psychologist, you may find employment in one of the many organisations or industries employing psychologists with this kind of specialisation.",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Psychology (Clinical),Prospective Student Enquiry Centre,34400,,AUD,Years,2,Year,No,No,honours,Honours,,,H2A,,https://www.deakin.edu.au/course/master-psychology-clinical,English,D,"The Master of Psychology (Clinical) prepares you for professional practice as a registered psychologist. Make a profound impact on patients’ lives by diagnosing and treating mental health conditions, and set yourself up for further training in a specialised area, which can lead to area of practice endorsement.You have worked hard to get to this point. Ready to gain general registration as a psychologist and reach your full potential?","Clinical psychologists are specialists in the assessment, diagnosis and treatment of psychological and mental health conditions that range from mild to severe and complex. They are often involved in designing and implementing a diverse range of prevention and mental health promotion programs, and may work with infants, children, adolescents, adults and older adults.Most clinical psychologists develop expertise in specific areas, or practice in sub-specialisations of clinical psychology. In addition to professional practice, clinical psychologists may be involved in research, teaching and supervision, program development and evaluation, public policy and other activities that promote psychological health in individuals, families and groups.",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Psychology (Clinical),Prospective Student Enquiry Centre,34400,,AUD,Years,2,Year,No,No,honours,Honours,,,H2A,,https://www.deakin.edu.au/course/master-psychology-clinical,English,D,"The Master of Psychology (Clinical) prepares you for professional practice as a registered psychologist. Make a profound impact on patients’ lives by diagnosing and treating mental health conditions, and set yourself up for further training in a specialised area, which can lead to area of practice endorsement.You have worked hard to get to this point. Ready to gain general registration as a psychologist and reach your full potential?","Clinical psychologists are specialists in the assessment, diagnosis and treatment of psychological and mental health conditions that range from mild to severe and complex. They are often involved in designing and implementing a diverse range of prevention and mental health promotion programs, and may work with infants, children, adolescents, adults and older adults.Most clinical psychologists develop expertise in specific areas, or practice in sub-specialisations of clinical psychology. In addition to professional practice, clinical psychologists may be involved in research, teaching and supervision, program development and evaluation, public policy and other activities that promote psychological health in individuals, families and groups.",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Professional Psychology,Prospective Student Enquiry Centre,30000,,AUD,Years,1,Year,Yes,Yes,Honours,,,H2A,,,https://www.deakin.edu.au/course/master-professional-psychology,English,D,The Master of Professional Psychology will qualify graduates with an advanced body of knowledge in a range of contexts for the professional practice of psychology. It will specifically equip you with the core competencies required by the Psychology Board of Australia (PsyBA) to practice as a generalist psychologist. Graduates at this level will have specialised knowledge and skills for the professional practice of psychology.,"This course is a pathway into the one-year internship that leads to general registration as a psychologist. Once you’re registered, you will have the qualifications and experience needed to practise psychology in areas such as:  mental health settings schools rehabilitation settings disability aged care return to work forensic settings private practice  Not looking to become a registered psychologist? You’ll still have a broad and exciting range of career opportunities to explore when you graduate from this course. Your deep understanding of advanced psychological assessment methods combined with your client-centred approach to  practice will equip you for roles in:  community welfare and case management human resources education mental health rehabilitation drug and alcohol services public health youth and family support.  Learn more about psychology pathways and career outcomes",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Professional Psychology,Prospective Student Enquiry Centre,30000,,AUD,Years,1,Year,Yes,Yes,Honours,,,H2A,,,https://www.deakin.edu.au/course/master-professional-psychology,English,D,The Master of Professional Psychology will qualify graduates with an advanced body of knowledge in a range of contexts for the professional practice of psychology. It will specifically equip you with the core competencies required by the Psychology Board of Australia (PsyBA) to practice as a generalist psychologist. Graduates at this level will have specialised knowledge and skills for the professional practice of psychology.,"This course is a pathway into the one-year internship that leads to general registration as a psychologist. Once you’re registered, you will have the qualifications and experience needed to practise psychology in areas such as:  mental health settings schools rehabilitation settings disability aged care return to work forensic settings private practice  Not looking to become a registered psychologist? You’ll still have a broad and exciting range of career opportunities to explore when you graduate from this course. Your deep understanding of advanced psychological assessment methods combined with your client-centred approach to  practice will equip you for roles in:  community welfare and case management human resources education mental health rehabilitation drug and alcohol services public health youth and family support.  Learn more about psychology pathways and career outcomes",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Professional Accounting,Student Services Network,29000,,AUD,Years,2,Year,No,No,Bachelor degree,Honours,,,60,,https://www.deakin.edu.au/course/master-professional-accounting,English,D,"Deakin's Master of Professional Accounting covers engaging areas such as corporate and management accounting, commercial law, corporations law, accounting theory, economics, and finance. Open to graduates from both accounting and non-accounting background, you’ll be given the opportunity to complete the necessary studies to become associate members of CPA Australia, to enter the Chartered Accountants Australia and New Zealand to undertake the CA program or to enter the IPA professional program.","Graduates of this course would typically seek employment in areas of accounting such as financial accounting, auditing, taxation, management accounting, public sector accounting, forensic accounting or commercial law. However accountants can choose to work in a range of different environments depending on their own skills and preferences. They can choose to work in large firms, small public practices, industry, government, law firms, management consultancies, banking and financial services, not-for-profit organisations or educational organisations. Many also set up their own businesses. Given the fundamental shift of accountants towards a wide-ranging advisory role, career opportunities are also becoming available in other vocations including working as investment advisers, market analysts, tax consultants, advisers in mergers and acquisitions, in corporate recovery and insolvency, treasury banking, e-commerce or information technology.",Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong, Master of Philosophy,No Faculty Listed,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Bachelor degree,,,,,,https://www.deakin.edu.au/course/master-philosophy,English,D,"This elite intensive research degree in health and (bio-) medical sciences will provide students with the opportunity to pursue and independent investigative research project under the supervision of an academic staff member in the School of Medicine, along with coursework specifically designed to provide relevant skills in research design, communication, integrity and interpretation. This course will provide students with a dedicated pathway into PhD programs or into employment where deeper disciplinary knowledge and research skills are required.  The research projects that centre on the basis of health and disease span from basic gene discovery and molecular analysis, through to functional genomics and pre-clinical development, to clinical and population studies. This includes in the fields of immunity, infectious diseases, developmental biology, exercise physiology and metabolism, musculoskeletal biology, haematology, cancer, metabolic disease, neuroscience, molecular psychiatry and nanomedicine. Research projects may also be offered in the field of rural and regional medicine, general practice, chronic disease management, public health, medical education, epidemiology, farmer health, medical imaging, surgery and optometry.","The Master of Philosophy is specifically designed to provide students from diverse undergraduate backgrounds with an opportunity to expand their knowledge base and become an independent researcher with specialized technical, critical thinking, communication and cognitive skills. These skills are highly sought by many employers, with the course providing students with a dedicated pathway into national and international PhD programs or into careers within academia, industry, medical research as well as government and non-government scientific agencies, both local and global.",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Nutrition and Population Health,Prospective Student Enquiry Centre,28600,,AUD,Years,2,Year,Yes,Yes,Bachelor degree,,,,,,https://www.deakin.edu.au/course/master-nutrition-and-population-health,English,D,"This is an advanced course in human nutrition which draws content from related disciplines such as public health, food science, biochemistry, physiology, epidemiology, psychology, sociology and politics and policy.","As a graduate of this course, you will find opportunities in a wide range of nutrition positions in government departments, non-government organisations, community sector agencies, food industry and consulting.",Australia,No,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Nursing,Research Administrator,Fees not listed,,AUD,Years,1.5,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-nursing,English,D,Make a significant contribution to nursing by undertaking research that is grounded in clinical practice.,,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Nursing,Research Administrator,Fees not listed,,AUD,Years,1.5,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-nursing,English,D,Make a significant contribution to nursing by undertaking research that is grounded in clinical practice.,,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Warrnambool,Master of Nursing,Research Administrator,Fees not listed,,AUD,Years,1.5,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-nursing,English,D,Make a significant contribution to nursing by undertaking research that is grounded in clinical practice.,,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Marketing,Faculty of Business and Law,29000,,AUD,Years,2,Year,No,No,Honours,Bachelor degree,,,,,https://www.deakin.edu.au/course/master-marketing,English,D,"The Master of Marketing is for those looking to invest in a specialist, professional course that builds on their current experience and skill sets. If you want to climb the next rung of your career, this course will give you excellent grounding in crucial areas that affect the performance of modern markets.","Graduates who are employed in management roles can expect to find move to more senior managerial positions; these senior posts will require you to have market savvy, market management and entrepreneurial capabilities. Examples of these jobs in areas like general marketing (e.g., marketing manager, product manager, and client manager), branding (brand manager, new market manager), research (Market Intelligence Officer), digital media, marketing communications management, and customer experience manager. The Master of Marketing helps you launch your career into senior management. I urge you to use your time in the course to increase the quality of your academic and industry networks, this will build your visibility and value as a business leader.",Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Melbourne,Master of Laws - Major Thesis,Faculty of Business and Law,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-laws-major-thesis,English,D,Complete a thesis that makes a significant contribution to research in law. A member of the School of Law's academic staff will be appointed as your principal supervisor.,,Australia,Yes,Yes,No,Yes,No,,Normal,No
MST,Deakin University,Geelong,Master of Laws - Major Thesis,Faculty of Business and Law,Fees not listed,,AUD,Years,2,Year,Yes,Yes,Honours,,,H2B,,,https://www.deakin.edu.au/course/master-laws-major-thesis,English,D,Complete a thesis that makes a significant contribution to research in law. A member of the School of Law's academic staff will be appointed as your principal supervisor.,,Australia,Yes,Yes,No,Yes,No,,Normal,No
