Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,Free TAFE
BA,Deakin University,Melbourne,Bachelor of Arts (Psychology),Prospective Student Enquiry Centre,7950,,AUD,Years,3,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-psychology,English,D,"Study the Bachelor of Arts (Psychology) and gain insight into why people think, feel and behave the way they do. At the same time, you will also open the door to a world of opportunity through your study in the Arts. Why not study psychology your way, with more flexibility and diverse opportunities?","As a Deakin Bachelor of Arts (Psychology) graduate you will develop some of the most important skills a student can gain at university. Through your study in the Arts you will build valuable and transferable career skills, making you highly employable within many industries. The range of disciplines on offer also lets you follow your passion and develop the specialist skills to pursue the career you want. You will be able to take your degree into a range of careers, including:  Administration Advertising Business Communication Community services Criminal justice Galleries, Libraries, Archives, and Museums (GLAM) Government Human rights Journalism Media Not-for-profits Performing and Visual Arts Photography Policing Policy development Politics Public relations Publishing Research Tourism  Following the completion of your major in psychology, taking the next step towards becoming a psychologist involves applying for an honours year (e.g. Bachelor of Psychological Science (Honours)). Once completed, you’ll be able to register as a provisional psychologist with the Psychology Board of Australia. If your passion isn’t to complete further study to become a registered psychologist, there are still many diverse career options available, including:  child protection counselling family support human services marketing not for profit aid public health social work  If you choose to pursue full registration as a psychologist, you may find employment in a variety of roles, including:  clinical psychologist cognitive neuroscientist counsellor criminal psychologist educational and developmental psychologist family therapist forensic psychologist health and community psychologist organisational psychologist rehabilitation counsellor sport and exercise psychologist youth psychologist  These positions can be found in:  private clinics and practices public and private hospitals corporate organisations schools and universities government departments and agencies sporting clubs and institutes social research organisations  For more information go to DeakinTALENT",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Geelong,Bachelor of Arts (Psychology),Prospective Student Enquiry Centre,7950,,AUD,Years,3,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-psychology,English,D,"Study the Bachelor of Arts (Psychology) and gain insight into why people think, feel and behave the way they do. At the same time, you will also open the door to a world of opportunity through your study in the Arts. Why not study psychology your way, with more flexibility and diverse opportunities?","As a Deakin Bachelor of Arts (Psychology) graduate you will develop some of the most important skills a student can gain at university. Through your study in the Arts you will build valuable and transferable career skills, making you highly employable within many industries. The range of disciplines on offer also lets you follow your passion and develop the specialist skills to pursue the career you want. You will be able to take your degree into a range of careers, including:  Administration Advertising Business Communication Community services Criminal justice Galleries, Libraries, Archives, and Museums (GLAM) Government Human rights Journalism Media Not-for-profits Performing and Visual Arts Photography Policing Policy development Politics Public relations Publishing Research Tourism  Following the completion of your major in psychology, taking the next step towards becoming a psychologist involves applying for an honours year (e.g. Bachelor of Psychological Science (Honours)). Once completed, you’ll be able to register as a provisional psychologist with the Psychology Board of Australia. If your passion isn’t to complete further study to become a registered psychologist, there are still many diverse career options available, including:  child protection counselling family support human services marketing not for profit aid public health social work  If you choose to pursue full registration as a psychologist, you may find employment in a variety of roles, including:  clinical psychologist cognitive neuroscientist counsellor criminal psychologist educational and developmental psychologist family therapist forensic psychologist health and community psychologist organisational psychologist rehabilitation counsellor sport and exercise psychologist youth psychologist  These positions can be found in:  private clinics and practices public and private hospitals corporate organisations schools and universities government departments and agencies sporting clubs and institutes social research organisations  For more information go to DeakinTALENT",Australia,Yes,Yes,No,Yes,No,,Normal,No
BAH,Deakin University,Melbourne,Bachelor of Arts - Advanced (Honours),Prospective Student Enquiry Centre,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-advanced-honours,English,D,"Stand out from the crowd with advanced research skills and specialist knowledge in your field of interest with Deakin's Bachelor of Arts – Advanced (Honours). If you’re a high-achieving student, this course allows you to enrol immediately in a four-year honours degree that combines a Bachelor of Arts with an honours year. You’ll develop high-level critical and systematic thinking skills in your area of interest and apply them through a supervised and supported research project. As well as diverse coursework, you’ll develop your knowledge through a substantial research project in your fourth year which trains you to investigate, explore and inquire. These practical skills will be crucial throughout your career, or if you choose to continue your studies at a masters or PhD level. There are a broad range of majors to specialise in, from literature and creative writing to history and politics, allowing you to tailor your degree to your unique interests and career aspirations. Want to spend your days deeply immersed in a topic you’re truly passionate about?","The Bachelor of Arts - Advanced (Honours) develops important and transferable career skills making you highly employable within many industries. With an honours edge you will stand out from the crowd because of your advanced skills in managing a large project (the thesis), conducting research, developing original ideas through advanced critical thought, and applying in-depth discipline knowledge to pressing problems. Our graduates have found careers in:  business community services education government civil service international relations media museums and other historical or cultural institutions not for profit community or policy work private sector consulting public office public policy police research social work writing, editing and publishing",Australia,Yes,Yes,No,Yes,No,,Normal,No
BAH,Deakin University,Geelong,Bachelor of Arts - Advanced (Honours),Prospective Student Enquiry Centre,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-advanced-honours,English,D,"Stand out from the crowd with advanced research skills and specialist knowledge in your field of interest with Deakin's Bachelor of Arts – Advanced (Honours). If you’re a high-achieving student, this course allows you to enrol immediately in a four-year honours degree that combines a Bachelor of Arts with an honours year. You’ll develop high-level critical and systematic thinking skills in your area of interest and apply them through a supervised and supported research project. As well as diverse coursework, you’ll develop your knowledge through a substantial research project in your fourth year which trains you to investigate, explore and inquire. These practical skills will be crucial throughout your career, or if you choose to continue your studies at a masters or PhD level. There are a broad range of majors to specialise in, from literature and creative writing to history and politics, allowing you to tailor your degree to your unique interests and career aspirations. Want to spend your days deeply immersed in a topic you’re truly passionate about?","The Bachelor of Arts - Advanced (Honours) develops important and transferable career skills making you highly employable within many industries. With an honours edge you will stand out from the crowd because of your advanced skills in managing a large project (the thesis), conducting research, developing original ideas through advanced critical thought, and applying in-depth discipline knowledge to pressing problems. Our graduates have found careers in:  business community services education government civil service international relations media museums and other historical or cultural institutions not for profit community or policy work private sector consulting public office public policy police research social work writing, editing and publishing",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Melbourne,Bachelor of Arts/Bachelor of Information Technology,Faculty of Arts and Education,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-information-technology,English,D,"Want a career that is both rich in diverse experience and future-proofed? Deakin’s Bachelor of Arts/Bachelor of Information Technology allows you to have just that. The course equips you with the transferable skills needed to seamlessly move between the roles of the future, and at the same time equips you with the technical knowledge and skills to not only negotiate, but also shape that future.","This degree will provide you with the knowledge and skills needed for the jobs of the future. Are you ready to design your future?  Study a Bachelor of Arts at Deakin and open the door to a world of opportunity. You can tailor your degree to complement your interests and set yourself up to be flexible across the jobs of the future. Choose two or more areas of study from over 35 disciplines in the humanities, social sciences, communication, creative arts and languages to build your future-focused degree. You will develop specialist knowledge in your chosen disciplines and learn how to apply critical, creative and strategic thinking to real-world issues. This course equips you with transferable skills in communication, research, analysis and problem-solving, making you highly employable within a range of industries. Learn from teaching staff who are active in their fields, and recognised as leading practitioners. You’ll learn in customised facilities and digital spaces, gaining hands-on experience relevant to your chosen disciplines. Benefit from the many work placements we offer and you’ll graduate ready to take your studies beyond the classroom and into the real world. Advance your job-readiness and gain a competitive edge by studying abroad for a trimester, undertaking an international study tour, or completing an internship as part of your course. Want a diverse career at the forefront of new technology? The information technology industry is central to the way we work, learn, play, communicate and socialise. Build a strong foundation with core IT skills you can apply to multiple industries and technologies anywhere in the world. Through Deakin’s Bachelor of Information Technology you'll gain the essential skills and experience required to embark on a career in IT.This course will give you the opportunity to explore and experiment in areas like programming, networking, entrepreneurship and user-centred design. You’ll undertake a specialised capstone project and access co-working spaces, that enable you to collaborate with like-minded peers and kickstart your own professional network. The course offers you a range of industry-based learning opportunities, including an IT placement unit that gives you a minimum of 100 hours of hands-on experience in industry. This practical experience enhances your future employment prospects, adding experience to your resume and developing your professional networks before graduation. As an IT student, you will undertake two capstone units that allow you to develop solutions to real-world problems from industry and learn agile project management methods widely used across industry. Why combine an Arts and IT degree? The Bachelor of Arts builds valuable and transferable career skills, making you highly employable within many industries. The range of disciplines on offer also lets you follow your passion and develop the specialist skills to pursue the career you want. You’ll be able to take your degree into a range of careers in government and non-government organisations. IT is at the heart of innovation and productivity. It shapes the way we live, work, learn, communicate, socialise and entertain ourselves. It’s no surprise then that IT graduates are in high demand globally. Information Technology gives you the contemporary knowledge, skills and experience required for a successful and satisfying career as an IT professional. For more information go to DeakinTALENT",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Geelong,Bachelor of Arts/Bachelor of Information Technology,Faculty of Arts and Education,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-information-technology,English,D,"Want a career that is both rich in diverse experience and future-proofed? Deakin’s Bachelor of Arts/Bachelor of Information Technology allows you to have just that. The course equips you with the transferable skills needed to seamlessly move between the roles of the future, and at the same time equips you with the technical knowledge and skills to not only negotiate, but also shape that future.","This degree will provide you with the knowledge and skills needed for the jobs of the future. Are you ready to design your future?  Study a Bachelor of Arts at Deakin and open the door to a world of opportunity. You can tailor your degree to complement your interests and set yourself up to be flexible across the jobs of the future. Choose two or more areas of study from over 35 disciplines in the humanities, social sciences, communication, creative arts and languages to build your future-focused degree. You will develop specialist knowledge in your chosen disciplines and learn how to apply critical, creative and strategic thinking to real-world issues. This course equips you with transferable skills in communication, research, analysis and problem-solving, making you highly employable within a range of industries. Learn from teaching staff who are active in their fields, and recognised as leading practitioners. You’ll learn in customised facilities and digital spaces, gaining hands-on experience relevant to your chosen disciplines. Benefit from the many work placements we offer and you’ll graduate ready to take your studies beyond the classroom and into the real world. Advance your job-readiness and gain a competitive edge by studying abroad for a trimester, undertaking an international study tour, or completing an internship as part of your course. Want a diverse career at the forefront of new technology? The information technology industry is central to the way we work, learn, play, communicate and socialise. Build a strong foundation with core IT skills you can apply to multiple industries and technologies anywhere in the world. Through Deakin’s Bachelor of Information Technology you'll gain the essential skills and experience required to embark on a career in IT.This course will give you the opportunity to explore and experiment in areas like programming, networking, entrepreneurship and user-centred design. You’ll undertake a specialised capstone project and access co-working spaces, that enable you to collaborate with like-minded peers and kickstart your own professional network. The course offers you a range of industry-based learning opportunities, including an IT placement unit that gives you a minimum of 100 hours of hands-on experience in industry. This practical experience enhances your future employment prospects, adding experience to your resume and developing your professional networks before graduation. As an IT student, you will undertake two capstone units that allow you to develop solutions to real-world problems from industry and learn agile project management methods widely used across industry. Why combine an Arts and IT degree? The Bachelor of Arts builds valuable and transferable career skills, making you highly employable within many industries. The range of disciplines on offer also lets you follow your passion and develop the specialist skills to pursue the career you want. You’ll be able to take your degree into a range of careers in government and non-government organisations. IT is at the heart of innovation and productivity. It shapes the way we live, work, learn, communicate, socialise and entertain ourselves. It’s no surprise then that IT graduates are in high demand globally. Information Technology gives you the contemporary knowledge, skills and experience required for a successful and satisfying career as an IT professional. For more information go to DeakinTALENT",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Melbourne,Bachelor of Arts/Bachelor of Laws,No Faculty Listed,7950,,AUD,Years,5,Year,Yes,Yes,English EAL,,,30,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-laws,English,D,"Balance industry-leading legal education with thought-provoking investigative learning when you study Deakin’s Bachelor of Arts/Bachelor of Laws. Deakin Law School teaches you everything from torts to commercial law, while your arts degree offers a range of complementary streams, from criminology to sociology, politics and policy studies to media studies.Want to build a professional law career that considers the outside world?","Graduates can look forward to a diverse and challenging career in a range of roles, including:  conveyancer corporate lawyer law reform officer federal police officer judge jury consultant law professor legal adviser mediator police development manager policy adviser private investigator liquidator legal secretary international trade law consultant accountant auditor human resources manager stockbroker organisational counsellor small business owner immigration agent sport law adviser.",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Geelong,Bachelor of Arts/Bachelor of Laws,No Faculty Listed,7950,,AUD,Years,5,Year,Yes,Yes,English EAL,,,30,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-laws,English,D,"Balance industry-leading legal education with thought-provoking investigative learning when you study Deakin’s Bachelor of Arts/Bachelor of Laws. Deakin Law School teaches you everything from torts to commercial law, while your arts degree offers a range of complementary streams, from criminology to sociology, politics and policy studies to media studies.Want to build a professional law career that considers the outside world?","Graduates can look forward to a diverse and challenging career in a range of roles, including:  conveyancer corporate lawyer law reform officer federal police officer judge jury consultant law professor legal adviser mediator police development manager policy adviser private investigator liquidator legal secretary international trade law consultant accountant auditor human resources manager stockbroker organisational counsellor small business owner immigration agent sport law adviser.",Australia,Yes,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Melbourne,Bachelor of Arts/Bachelor of Science,Prospective Student Enquiry Centre,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-science,English,D,"Gain a competitive edge in the job market by studying the Bachelor of Arts/Bachelor of Science double degree. Complement your understanding of science with invaluable skills like critical thinking and strong communication and open a world of exciting career options once you graduate. You don’t need to have a defined career path mapped out when you start this double degree. Choose from a wide range of science and arts study areas and discover what you love learning as you progress. The freedom to forge your own study journey is a highlight of the course. So too is the extensive practical experience on offer. There are opportunities to gain a global perspective of arts with a range of international experiences. Plus, you’ll get hands-on training in world-class science labs and plenty of industry experience through community science projects and professional placements.Want to secure your future with a double degree that prepares you for work in any industry?","This combined course offers you the chance to broaden your career opportunities after graduation. This course allows you to explore the relationships between various areas of study, combining them in innovative ways to prepare yourself for a career in the humanities, social sciences, creative arts, and the various science fields. The types of opportunities available will depend on the major sequences taken within the course. For more detailed information on career outcomes for this combined course see the entries for the Bachelor of Arts and the Bachelor of Science. For more information go to DeakinTALENT",Australia,No,Yes,No,Yes,No,,Normal,No
BA,Deakin University,Geelong,Bachelor of Arts/Bachelor of Science,Prospective Student Enquiry Centre,7950,,AUD,Years,4,Year,Yes,Yes,English EAL,,,25,,,https://www.deakin.edu.au/course/bachelor-arts-bachelor-science,English,D,"Gain a competitive edge in the job market by studying the Bachelor of Arts/Bachelor of Science double degree. Complement your understanding of science with invaluable skills like critical thinking and strong communication and open a world of exciting career options once you graduate. You don’t need to have a defined career path mapped out when you start this double degree. Choose from a wide range of science and arts study areas and discover what you love learning as you progress. The freedom to forge your own study journey is a highlight of the course. So too is the extensive practical experience on offer. There are opportunities to gain a global perspective of arts with a range of international experiences. Plus, you’ll get hands-on training in world-class science labs and plenty of industry experience through community science projects and professional placements.Want to secure your future with a double degree that prepares you for work in any industry?","This combined course offers you the chance to broaden your career opportunities after graduation. This course allows you to explore the relationships between various areas of study, combining them in innovative ways to prepare yourself for a career in the humanities, social sciences, creative arts, and the various science fields. The types of opportunities available will depend on the major sequences taken within the course. For more detailed information on career outcomes for this combined course see the entries for the Bachelor of Arts and the Bachelor of Science. For more information go to DeakinTALENT",Australia,No,Yes,No,Yes,No,,Normal,No
